ID;PudoPagar;Estudiante;Ingresos;Cuenta
5176;0;No;3330019;510613
5177;0;No;5275297;8046485
5178;0;Si;1117950;702278
5179;0;No;2076640;5739903
5180;0;No;3574903;4276463
5181;0;No;3636699;8411009
5182;0;No;3030478;3449104
5183;0;No;3290071;8530232
5184;0;No;4374362;2397610
5185;0;Si;1197641;3826817
5186;0;No;4525073;4471646
5187;0;No;2676896;4968235
5188;0;Si;1865977;1892463
5189;0;Si;1353661;2880325
5190;1;Si;2110072;10568149
5191;0;No;4099621;2713481
5192;0;Si;2050021;2468148
5193;0;No;2932263;0
5194;0;No;4778250;5927906
5195;0;Si;2243186;8599356
5196;0;No;4436139;2478750
5197;0;No;3378575;2669471
5198;0;No;3861038;750714
5199;0;Si;1497526;6494507
5200;0;No;5769841;4786195
5201;0;No;5103194;4184666
5202;0;Si;2308326;7003514
5203;0;No;2574217;4286646
5204;0;No;4929117;4383828
5205;0;No;2753491;4896584
5206;0;Si;835221;2458522
5207;0;No;3797047;8108558
5208;0;No;4425102;3218078
5209;0;Si;1997178;1718993
5210;1;No;1857910;8555845
5211;0;No;3333263;5850137
5212;0;Si;1464138;3191022
5213;0;Si;1849693;7289197
5214;0;No;3174968;1919301
5215;0;No;4441955;3090158
5216;0;No;2901572;2826091
5217;0;No;3286256;1450730
5218;0;Si;2280087;2884721
5219;0;No;5403436;3165636
5220;0;Si;1185498;6753145
5221;0;Si;2303381;4467791
5222;0;Si;2086936;4476595
5223;0;No;4449032;7352862
5224;0;No;4383534;3946283
5225;0;No;5207466;1093845
5226;0;Si;1579458;2658469
5227;0;Si;2133689;6342689
5228;0;No;3404031;0
5229;0;No;2655549;5232814
5230;0;No;2903211;1949961
5231;0;No;3580008;3211173
5232;0;No;3501287;1959950
5233;0;No;5831051;7418445
5234;0;Si;1743911;2192874
5235;0;No;4755752;4489308
5236;0;No;4169339;0
5237;0;Si;1533889;3883195
5238;0;No;3432003;562354
5239;0;No;5672612;3172389
5240;0;No;4788652;3959737
5241;0;No;4313453;5441427
5242;0;Si;1547285;10091793
5243;0;No;4008021;7353176
5244;0;Si;1973325;3056044
5245;0;No;4238842;5585400
5246;0;No;4226828;7949955
5247;0;No;5789842;0
5248;0;No;3917236;3181193
5249;0;Si;1741272;3571986
5250;0;Si;1288140;4733898
5251;0;No;4184033;540284
5252;0;No;5249235;4084442
5253;0;No;4584047;29419
5254;0;No;1388913;3808753
5255;0;Si;1582381;5868907
5256;0;No;3803414;7092377
5257;0;Si;1048477;4321786
5258;0;Si;1430700;5505800
5259;0;No;4661570;0
5260;0;No;4378226;0
5261;0;No;2923985;2911586
5262;0;No;3841887;1845252
5263;0;No;1017473;4830259
5264;0;No;5432992;1997228
5265;0;No;4183917;259442
5266;0;No;4004603;2304397
5267;0;No;3695858;5695064
5268;0;No;4879040;3537866
5269;0;Si;1861404;5173016
5270;0;No;4282357;594349
5271;0;Si;1555403;2305022
5272;0;No;4273188;5286375
5273;0;No;4171437;5177429
5274;0;No;3418898;5051398
5275;0;No;4119980;0
5276;0;No;3634944;3280119
5277;0;No;2356143;2695688
5278;0;No;4940607;6887310
5279;0;Si;2127258;6610730
5280;0;Si;2326186;6967947
5281;0;No;4511474;6620070
5282;0;No;3565266;5102648
5283;0;No;4162924;10167701
5284;0;No;1994260;4443215
5285;0;No;3955596;6750581
5286;1;Si;1337783;9680309
5287;0;Si;1642710;7034587
5288;0;No;2947814;1414191
5289;0;No;2531937;3005413
5290;0;Si;1468278;8197133
5291;0;Si;1664731;242640
5292;0;No;5113988;1622523
5293;0;Si;1399589;4432008
5294;0;No;5167442;4837208
5295;0;No;4541988;3558688
5296;0;No;5063834;7739404
5297;0;Si;1377299;6002972
5298;0;No;4520113;0
5299;0;No;4382122;7274908
5300;0;No;4614752;1777212
5301;0;No;4692778;0
5302;0;No;4978434;0
5303;0;No;3996104;1414327
5304;0;No;2904804;1518576
5305;0;No;3620629;788815
5306;0;No;4118945;1500002
5307;0;No;4333055;2319910
5308;0;No;3958013;8271175
5309;0;No;4552689;3812872
5310;0;Si;2190118;9439409
5311;0;No;3462177;6031317
5312;0;Si;2044475;1238266
5313;0;No;3920983;2883981
5314;0;Si;1805524;6072042
5315;0;No;4024362;4938728
5316;0;Si;1924790;6285081
5317;0;No;4031912;2620428
5318;0;Si;2336405;6181035
5319;0;No;6861041;5043375
5320;0;Si;1738247;7373898
5321;0;No;3699734;3861877
5322;0;No;3952658;3507763
5323;0;No;2879804;0
5324;0;Si;1496929;5829478
5325;0;No;2822656;0
5326;0;No;4056489;7146105
5327;0;Si;1735967;4033346
5328;0;No;4638934;2640447
5329;0;No;6008413;4817141
5330;0;Si;2257864;3822636
5331;0;No;4946575;2868496
5332;0;No;6239504;7051846
5333;0;No;4727233;4083705
5334;0;Si;1219536;6102625
5335;0;No;5413304;1227194
5336;0;Si;858408;5419556
5337;0;No;1467630;2426744
5338;0;No;5030906;3388794
5339;0;No;3449953;1433304
5340;0;Si;2075402;4219601
5341;0;No;4124764;4159183
5342;0;No;3383249;5121632
5343;0;No;4247291;6385615
5344;0;Si;1912735;6109720
5345;0;No;2766313;4836246
5346;0;Si;1927224;7784522
5347;0;Si;2467973;2098648
5348;0;No;5362571;1380824
5349;0;Si;1468839;7037486
5350;0;No;3951584;5205440
5351;0;No;3970327;911627
5352;0;No;4138127;811092
5353;0;No;5257118;2026370
5354;0;No;5151913;4435792
5355;1;No;3550868;9224419
5356;0;No;3754995;3964908
5357;0;Si;2383539;4710701
5358;0;No;1452436;4693929
5359;0;No;3559023;94521
5360;0;Si;1857541;2997355
5361;0;Si;1926312;3399048
5362;0;No;2440010;3006316
5363;0;No;5169474;660405
5364;0;No;2518643;3715165
5365;0;No;5251507;3640934
5366;0;No;3364426;2336238
5367;0;Si;1737750;5524667
5368;0;Si;1467293;1550991
5369;0;No;4595724;7878564
5370;0;Si;1335827;6851245
5371;0;No;7355423;7967164
5372;0;No;4229746;2315011
5373;0;Si;2095445;3930530
5374;0;Si;2650534;3657559
5375;0;Si;2705489;2341366
5376;0;No;3799304;1095729
5377;0;Si;2065985;4234795
5378;0;No;5746840;3510796
5379;0;Si;1105957;6908222
5380;0;No;3345505;7277529
5381;0;No;4337711;6789549
5382;0;No;2334983;5163135
5383;0;No;4833613;3994298
5384;0;Si;1464986;589515
5385;0;No;2749995;1173718
5386;0;No;3663150;4451334
5387;0;Si;1863551;2592394
5388;0;No;3173956;5622480
5389;0;No;3852187;7343940
5390;0;No;1340521;4690531
5391;0;No;2698426;3610146
5392;0;No;4289985;3053209
5393;0;No;1855532;2038857
5394;0;No;5813353;5286144
5395;0;No;5715876;6312023
5396;0;Si;2241756;5413373
5397;1;No;2941575;9849715
5398;0;No;4592134;3800498
5399;0;No;2313366;4646981
5400;0;No;3541961;5886248
5401;0;No;4222665;1546353
5402;0;No;3848353;4909720
5403;0;No;2428013;1000814
5404;0;No;5432342;8152415
5405;0;No;2831049;4736177
5406;0;No;4082814;2686982
5407;0;Si;1485924;6462844
5408;0;No;3944483;1784138
5409;0;No;3443771;2500776
5410;0;No;4080289;6728535
5411;0;Si;1999084;5455699
5412;0;No;2274139;5127638
5413;0;No;4299344;2016200
5414;0;No;3695768;3496713
5415;0;No;1566606;7229026
5416;0;Si;1656126;4819496
5417;0;No;5262542;2713828
5418;0;No;2537610;3834645
5419;0;No;2921290;4042146
5420;0;No;4641618;3682684
5421;0;No;3184595;5380699
5422;0;Si;1151015;3656574
5423;0;No;3820251;1180019
5424;0;No;4039431;6912275
5425;0;Si;2258634;4577858
5426;0;No;4895776;882985
5427;0;Si;1990001;3199998
5428;0;Si;2043582;4753390
5429;0;No;2910544;6603556
5430;0;Si;1595245;6015147
5431;0;No;1948221;6679676
5432;1;Si;1615446;8236411
5433;0;Si;1576170;7171932
5434;0;No;3612097;1537381
5435;0;Si;2064993;6389475
5436;0;No;4605192;4991965
5437;0;No;4440399;2806716
5438;0;Si;1523082;7885418
5439;0;Si;1258897;2060357
5440;1;Si;1427227;8792033
5441;0;Si;1937389;1257341
5442;0;No;4016405;6765659
5443;0;No;3264193;50972
5444;0;No;3363315;4667774
5445;0;Si;2374384;8463763
5446;0;No;3627686;3316252
5447;0;No;3685191;257652
5448;0;No;5339893;3988713
5449;0;No;5024393;0
5450;0;No;6276410;6085364
5451;0;No;4498029;0
5452;0;No;4580854;3709223
5453;0;No;4351335;2275922
5454;0;Si;2622871;8940704
5455;0;No;2815301;6268867
5456;0;No;4411281;4590467
5457;0;No;3024195;0
5458;0;Si;1757283;3495867
5459;0;No;3350549;859982
5460;0;No;4658708;6631744
5461;0;No;4002629;6377477
5462;1;Si;1792672;11237109
5463;0;No;5264566;4968861
5464;0;No;3482485;4986898
5465;0;Si;1213906;3261863
5466;0;No;4198903;5624431
5467;0;No;3672110;8044092
5468;0;Si;475525;3883032
5469;0;No;3389524;4225104
5470;0;No;4215781;2850273
5471;0;No;1332512;932191
5472;0;No;4867296;0
5473;0;No;3199549;7147444
5474;0;No;3947975;1475283
5475;0;No;5484006;4482906
5476;0;Si;1375433;7812662
5477;0;No;3303624;4446544
5478;0;Si;2072764;9028415
5479;0;No;4370443;6670530
5480;0;No;5682082;2639701
5481;0;No;5275308;6410385
5482;0;No;4816518;4664144
5483;0;Si;2157576;9254441
5484;0;No;3648816;2275954
5485;0;No;4562699;3741433
5486;0;No;3348552;4372394
5487;0;Si;1635036;2693533
5488;0;No;4861501;4209259
5489;0;No;2832284;9070841
5490;0;Si;1595398;1828522
5491;0;No;3968668;2005904
5492;0;No;4999253;10480682
5493;0;No;3345259;7149393
5494;0;Si;1920271;8686739
5495;0;No;4530995;5216952
5496;0;Si;2219448;5777283
5497;0;Si;1917945;4658246
5498;0;No;4992507;733777
5499;0;No;2766784;7034738
5500;0;Si;1844788;3529484
5501;0;No;3262864;3209020
5502;0;No;4286249;1898018
5503;0;No;3392046;3531134
5504;0;No;4361610;2885660
5505;0;No;5238759;454999
5506;0;No;4842440;2746995
5507;1;Si;1739178;5512175
5508;0;Si;1812969;6141694
5509;0;Si;2010810;4870072
5510;0;No;5078283;1318280
5511;0;No;3558129;4235346
5512;0;No;3997713;4175959
5513;0;No;3708884;3789539
5514;0;Si;1382109;5068329
5515;0;Si;2876591;3217885
5516;0;Si;1887609;3786364
5517;0;No;4110063;6241395
5518;0;No;4147598;3496429
5519;0;No;1858673;4332013
5520;0;No;3540227;3488332
5521;0;No;3963064;4495484
5522;0;No;4648195;3371023
5523;0;No;3377840;4514620
5524;0;No;4625966;7958779
5525;0;No;3017858;2421087
5526;0;No;5132732;3758436
5527;0;No;3829277;3020975
5528;0;No;4607542;3203167
5529;0;Si;2344721;3912226
5530;0;No;4030701;5134776
5531;0;Si;1615787;4314511
5532;0;Si;1481334;3902561
5533;0;No;1526294;4390047
5534;0;No;3292824;2409310
5535;0;Si;1327473;7899950
5536;0;No;2300167;8370
5537;0;No;3765685;2574245
5538;0;No;4499736;10438394
5539;0;Si;2077048;4867574
5540;0;No;4523550;2644362
5541;0;No;3766323;5657062
5542;0;No;4036860;4776717
5543;0;No;4577438;3795161
5544;0;No;3149300;5119262
5545;0;No;3037483;5480389
5546;0;No;4873417;4146648
5547;0;No;3991143;3961784
5548;0;No;1837951;4411323
5549;0;Si;1640013;3669235
5550;0;No;4538531;2767597
5551;0;Si;891870;4114798
5552;0;No;3462176;2469800
5553;0;No;4392732;441270
5554;0;No;4507757;0
5555;0;No;2171653;3059129
5556;0;Si;2085659;5483461
5557;0;No;3511958;958055
5558;0;No;5404482;2239791
5559;0;No;3997456;5748446
5560;0;Si;1641661;2316500
5561;0;No;5895309;6738178
5562;0;Si;1697989;0
5563;0;No;2773516;3215054
5564;0;Si;1537515;1826115
5565;0;No;4599104;1448408
5566;0;No;4804438;2891453
5567;0;No;5174258;5934664
5568;0;No;5087457;2130036
5569;0;No;4812565;5578694
5570;0;Si;1874331;4663479
5571;0;Si;2293560;5242438
5572;0;No;4440531;3841865
5573;0;No;5068315;3927474
5574;0;Si;2208158;4326029
5575;1;No;2415226;9009006
5576;0;No;6439617;4751706
5577;0;No;4626694;3935215
5578;0;No;3241967;4914200
5579;0;No;3533956;5876948
5580;0;Si;1313290;4436424
5581;0;No;4643900;4009972
5582;0;No;4268511;5481234
5583;0;No;4049043;3144277
5584;0;Si;1489232;2838613
5585;0;Si;2203747;4215044
5586;0;Si;1052004;6086549
5587;0;No;1059392;0
5588;0;No;3858193;5933890
5589;0;No;4014811;2195219
5590;0;Si;1048957;3894997
5591;0;Si;2450502;3712747
5592;0;Si;1584986;3816688
5593;0;No;3938832;2040580
5594;0;No;3686905;5356292
5595;0;No;2218242;6867878
5596;0;No;3050636;264590
5597;0;Si;1899189;5702272
5598;0;No;4751312;5811496
5599;0;Si;2266435;7642472
5600;0;No;4991010;4959806
5601;0;No;3228326;2962162
5602;0;No;3047272;4241638
5603;0;No;3529319;1547590
5604;0;Si;1532476;2129223
5605;0;Si;1986204;6342431
5606;0;Si;1529387;4493160
5607;0;No;2410239;1374785
5608;0;No;4536093;1997216
5609;0;Si;638907;4251932
5610;0;No;4395588;464500
5611;0;No;3210731;4270117
5612;0;No;2972134;0
5613;0;No;3293606;5474064
5614;0;No;2539163;3400822
5615;0;No;2986788;6156759
5616;0;No;3822826;0
5617;0;No;5184712;4150230
5618;0;No;3275219;6335007
5619;0;No;3674790;8118451
5620;0;No;4526040;1513595
5621;0;No;2821548;2199810
5622;0;Si;1870356;5084127
5623;0;No;4742379;7106024
5624;0;No;4099504;2398386
5625;0;Si;1238420;4629485
5626;0;Si;2159775;5963511
5627;0;No;3609138;8249585
5628;0;No;2637989;4044996
5629;0;No;4974143;3760281
5630;0;No;2728220;3635954
5631;0;No;3163309;4228037
5632;0;No;4681611;2228309
5633;0;No;4975380;7295225
5634;0;Si;2208545;4943208
5635;0;No;2515955;3984956
5636;0;No;3364010;4517296
5637;0;No;4548875;5815420
5638;0;No;3386505;6086053
5639;0;Si;2346939;3701143
5640;0;No;2888173;6297253
5641;0;No;4285619;2506958
5642;0;No;4865043;4043059
5643;0;No;5314202;2069441
5644;0;Si;1195190;3332491
5645;0;Si;1767952;2060804
5646;0;Si;2230804;1863262
5647;0;No;4868756;6175383
5648;0;No;4158120;4266231
5649;0;No;5280209;9558343
5650;0;No;5701255;1789847
5651;0;Si;1958282;3490790
5652;0;No;3246845;4592305
5653;1;No;3506743;8709575
5654;0;No;3901542;2887467
5655;0;Si;2185632;7078410
5656;0;Si;1584587;7622434
5657;0;Si;1921339;5857207
5658;0;Si;2606176;1984007
5659;0;No;1968271;6180791
5660;0;No;5292185;5267027
5661;0;No;4217199;6035203
5662;0;No;2706571;2644810
5663;0;No;4865217;3313516
5664;0;No;4024859;2586143
5665;0;No;4091423;4694230
5666;1;No;4426016;9118183
5667;0;No;4808571;3193610
5668;0;No;2388968;4645113
5669;0;Si;1980910;1411244
5670;0;Si;1482789;7148047
5671;0;Si;2449504;3361791
5672;0;No;3989611;3762334
5673;0;No;3033714;2356731
5674;0;No;4495863;1352929
5675;1;No;4381750;10376639
5676;0;No;3137173;484019
5677;0;Si;1328635;2841475
5678;0;Si;2116466;4954403
5679;0;No;4554217;1422805
5680;0;No;2898010;4919187
5681;0;No;4098749;4622187
5682;0;No;3125265;4285766
5683;0;No;4422298;975112
5684;0;No;4557338;5230045
5685;0;Si;1555763;4666752
5686;0;No;4364691;0
5687;0;No;3251220;3459460
5688;0;Si;1627568;5489848
5689;0;No;4537500;0
5690;0;Si;2275233;2014546
5691;0;No;4430320;6154516
5692;0;No;3135745;4797410
5693;0;No;4671363;3151146
5694;0;Si;1672766;6767465
5695;0;Si;1547735;3017876
5696;0;No;3537786;4151250
5697;0;No;3089274;4290900
5698;0;No;3739572;1900868
5699;0;Si;1211266;5029059
5700;0;No;3308947;5139127
5701;0;No;2989801;2280017
5702;0;No;3051626;5215489
5703;0;No;5031765;2934844
5704;0;No;2779007;1359711
5705;0;No;3744454;2098645
5706;0;Si;1266081;2985562
5707;0;No;4368853;1714787
5708;0;No;3002818;3641395
5709;0;Si;987912;2569184
5710;0;No;2257048;3979793
5711;0;No;5167236;9883
5712;0;No;3667166;6778206
5713;0;Si;2488139;1596313
5714;0;No;5786606;8595846
5715;0;Si;2089541;5955428
5716;0;No;2529487;4922196
5717;0;No;4528421;4738980
5718;0;No;4776040;4745194
5719;0;Si;1840198;1098643
5720;0;No;2552127;7328720
5721;0;Si;2012220;3226694
5722;0;Si;2319998;4282822
5723;0;Si;1946798;4564163
5724;0;Si;1514741;3871738
5725;0;Si;1710143;6881700
5726;0;No;5026785;3498402
5727;0;Si;1725496;4517293
5728;0;Si;2370595;5752736
5729;0;No;4273643;3756694
5730;0;No;2537121;2780387
5731;0;No;2987505;3756961
5732;0;No;3977275;2129935
5733;0;No;2658653;1488404
5734;0;No;4610623;2536231
5735;0;No;3354105;4328485
5736;0;Si;1467226;6327637
5737;0;No;3964354;2822057
5738;0;No;5080468;3105206
5739;0;No;2592086;6027953
5740;0;No;2419361;9719662
5741;0;No;3579013;2076444
5742;0;Si;1987925;5847102
5743;0;No;4926063;3428184
5744;0;No;5492551;3909595
5745;0;No;4464870;3256872
5746;0;No;4922249;2451255
5747;0;No;3590944;4881448
5748;0;No;4115488;7384191
5749;0;No;6232912;3764741
5750;0;No;2991418;2558030
5751;0;Si;2105960;6921861
5752;0;Si;2244062;5158352
5753;0;Si;2363616;7457537
5754;0;No;4633606;3361182
5755;0;Si;2331965;3222068
5756;0;No;995023;2697967
5757;0;Si;1764836;0
5758;0;No;4431636;4599063
5759;0;No;5041804;6249364
5760;0;No;3592461;2699027
5761;0;No;4925514;5810566
5762;0;No;4746333;4722251
5763;0;No;2967504;0
5764;0;Si;2088202;7202644
5765;0;Si;1747048;7792360
5766;0;No;5223980;4270703
5767;0;No;5327392;2342747
5768;0;No;5694786;4512487
5769;0;No;6654792;4486428
5770;0;Si;1436657;2110947
5771;0;No;4454378;972880
5772;0;Si;1771359;2437557
5773;0;No;4211231;7794302
5774;0;No;4354754;3150145
5775;0;No;3071186;5283273
5776;0;No;4039535;8562350
5777;0;No;3546425;128015
5778;0;No;4013149;6924253
5779;0;No;4261908;4806829
5780;0;No;6814513;1146075
5781;0;No;5321953;3893958
5782;0;No;4144093;3267181
5783;1;No;2771762;4807444
5784;0;No;3308097;5422288
5785;0;Si;2028525;4348339
5786;0;No;2739084;4091675
5787;0;No;3967252;2084306
5788;0;No;5813902;1254176
5789;0;No;4841108;0
5790;0;Si;1962346;2407942
5791;0;Si;2337565;7534558
5792;0;No;3435807;5500045
5793;0;No;6446773;1103334
5794;0;Si;2037017;3946418
5795;0;No;4735183;206796
5796;0;No;4364595;1914813
5797;0;No;2887552;2839585
5798;0;No;3375125;1222545
5799;0;Si;2606437;4076708
5800;0;No;4391467;2645363
5801;0;No;4866015;3682093
5802;0;Si;1774493;0
5803;0;Si;1169668;6301706
5804;0;Si;1209231;3541068
5805;0;Si;437681;499988
5806;0;No;4863003;5716541
5807;0;Si;1784152;4461919
5808;0;No;5088371;6250236
5809;0;No;4338966;2078277
5810;0;Si;1605983;5294337
5811;0;No;4316267;4288498
5812;0;No;3725591;7148836
5813;0;Si;1923194;1611334
5814;0;No;3592638;2860934
5815;0;No;2406165;7193792
5816;0;Si;2034443;8714435
5817;0;No;3943154;1626338
5818;0;No;4309116;5457093
5819;0;No;5323710;6262048
5820;0;No;3454130;3037156
5821;1;No;2633137;6293824
5822;0;No;3391505;5133514
5823;0;Si;914340;2952831
5824;0;Si;1891838;6090852
5825;0;No;4212515;1303094
5826;0;Si;1327463;7490353
5827;0;No;5343090;4549734
5828;0;Si;1867657;5835553
5829;0;No;3840301;4618428
5830;0;Si;1579391;6375985
5831;0;No;2324994;3546288
5832;0;No;4167976;3414940
5833;0;No;2520805;6779809
5834;0;Si;1549003;9079446
5835;0;No;4387616;3491459
5836;0;No;2882721;945649
5837;0;No;3561997;7093514
5838;0;No;5366619;3352113
5839;0;No;3855038;1030082
5840;0;No;4750466;8084811
5841;0;No;2412661;4977648
5842;0;No;3083471;2955184
5843;0;No;5233822;6474516
5844;0;Si;2236105;6296864
5845;0;Si;1743762;6566763
5846;0;No;2446185;0
5847;0;Si;2751557;3847396
5848;0;Si;1532508;2857886
5849;0;No;4916322;3780440
5850;0;No;3902023;917143
5851;0;No;5229034;5274028
5852;0;No;4453649;6931039
5853;0;No;4592945;2980940
5854;0;Si;1669180;5149585
5855;0;No;3173087;2087692
5856;0;No;4044931;6092107
5857;0;No;4632676;1053904
5858;1;No;4443720;5890794
5859;0;No;3067095;4988126
5860;0;No;4842572;3189511
5861;0;No;5424512;0
5862;0;No;4841199;1750259
5863;0;No;4940017;7589595
5864;0;No;3146342;953206
5865;0;No;4127842;4857918
5866;0;Si;1642757;4626953
5867;0;No;3410708;8189200
5868;0;No;2724605;1122962
5869;0;No;5598007;1275585
5870;0;No;4158583;6005083
5871;0;No;5137021;5377851
5872;0;No;2989982;2192101
5873;0;Si;1575672;6232186
5874;0;Si;1726980;8275564
5875;0;No;3845725;5319084
5876;0;No;4359284;8132819
5877;0;No;4874643;2047020
5878;0;No;3842181;5093365
5879;0;Si;2042196;5454459
5880;0;No;3655540;1624427
5881;0;Si;2005490;5425765
5882;0;Si;1872440;4348860
5883;0;Si;2452385;3044203
5884;0;Si;959559;5214863
5885;0;Si;1907311;6383339
5886;0;No;5589466;4640470
5887;0;No;3508409;7963820
5888;0;No;3965392;0
5889;0;No;4805838;1704999
5890;0;No;4084781;407659
5891;1;Si;2351619;10728038
5892;0;No;4724470;3272080
5893;0;Si;1514690;5778903
5894;0;No;4909013;8726568
5895;0;No;4613843;2673924
5896;0;No;3955317;2924187
5897;0;No;3851132;6827784
5898;0;Si;1253266;4731836
5899;0;No;3411247;1315951
5900;0;Si;1893582;5454625
5901;0;No;4467883;4175950
5902;0;No;3513322;6327680
5903;0;No;6640468;1787533
5904;0;Si;1650234;2820027
5905;0;No;5943184;4089639
5906;0;No;4119246;6831393
5907;0;No;3455916;4181716
5908;0;No;2736778;0
5909;0;Si;2522871;3901140
5910;0;No;5286058;4979387
5911;0;No;2282718;0
5912;0;No;3102892;2771723
5913;0;No;3958312;6022894
5914;0;No;3961267;5266879
5915;0;No;3931849;4107494
5916;0;Si;2407436;2354562
5917;0;Si;2167835;7674269
5918;0;No;5081176;5889884
5919;0;Si;1509751;5759498
5920;0;Si;2466229;4532195
5921;0;Si;1324638;7567712
5922;0;No;3419607;3704426
5923;0;No;5731870;5882073
5924;0;No;3729580;1041475
5925;0;Si;1934216;1876532
5926;0;Si;1805779;4765653
5927;0;No;3769003;1404780
5928;0;No;3800410;1995647
5929;0;No;5839950;6149291
5930;0;No;4645861;8704321
5931;0;Si;2460615;3975698
5932;0;No;4744962;2924084
5933;0;No;3901708;5703741
5934;0;No;4991452;6011584
5935;0;Si;1051687;2383602
5936;0;No;3869867;5299361
5937;0;No;3642743;6835543
5938;0;Si;2399976;8023888
5939;0;Si;2510951;5278413
5940;0;No;4404602;1838058
5941;0;Si;1803207;0
5942;0;No;3151261;2719029
5943;0;No;3804202;963137
5944;0;No;3452769;5924200
5945;0;Si;1949169;7553886
5946;0;No;3744179;4008200
5947;0;No;4452589;3155154
5948;0;No;3014443;1395584
5949;0;No;5483267;3370163
5950;0;Si;1501891;4788151
5951;0;No;3129263;1372121
5952;0;No;4337400;5222249
5953;0;No;4520264;1599038
5954;0;Si;1944203;2146112
5955;0;No;4103237;4177925
5956;0;No;5483881;13945
5957;0;Si;1639668;4337208
5958;0;Si;1421509;1358655
5959;0;No;4166842;2020973
5960;0;No;1821847;7864056
5961;0;No;4230015;3653168
5962;0;No;5661024;0
5963;0;No;4607898;5230843
5964;0;No;5033919;2574359
5965;0;Si;2214205;5907930
5966;0;No;4523529;0
5967;0;No;4775782;1361100
5968;0;No;3328421;5875628
5969;0;No;4856380;4064448
5970;0;No;4038945;2855208
5971;0;Si;1248873;5205737
5972;0;No;4091603;1670097
5973;0;No;3727359;7013006
5974;0;No;5593877;7849352
5975;0;Si;3053161;5179831
5976;0;No;6307345;6880566
5977;0;Si;2024095;3343211
5978;0;No;3624917;0
5979;0;No;3515922;5563278
5980;0;No;1257169;3592899
5981;0;No;4557450;3207752
5982;1;Si;1953915;10628961
5983;0;Si;1797351;4071771
5984;0;No;1889831;4520168
5985;0;No;2533633;3977487
5986;0;Si;2113092;8767991
5987;0;No;6084081;1421978
5988;0;Si;1415665;6504448
5989;0;No;3188018;6189217
5990;0;No;3115119;2817333
5991;0;Si;2169570;33639
5992;0;No;5851986;3307641
5993;0;No;5354657;3153574
5994;0;No;4045895;3605708
5995;0;Si;1848743;1800046
5996;0;No;4558172;3755155
5997;0;No;5279743;2862341
5998;0;Si;2341336;1212315
5999;0;No;5745521;997274
6000;0;No;1697827;2387834
6001;0;Si;1979777;5923625
6002;0;Si;1936935;3023794
6003;0;No;3423207;1921655
6004;0;No;2357776;6997868
6005;0;No;4862636;1643891
6006;0;No;3046531;1355299
6007;0;Si;1992709;725011
6008;0;Si;2043969;1720771
6009;0;No;2282959;4928764
6010;0;Si;1779734;5012096
6011;0;Si;2024921;5024222
6012;0;No;5387351;2417079
6013;0;No;4125273;5173006
6014;0;Si;1632272;4273131
6015;0;No;2939788;3984184
6016;0;No;5582808;2678484
6017;0;Si;1483303;5353196
6018;0;No;3052476;0
6019;0;No;2326185;6669506
6020;1;No;3977700;5574161
6021;0;Si;2431468;3966240
6022;0;No;2688809;2169676
6023;0;Si;1706952;5021368
6024;0;Si;2090121;5563506
6025;0;No;3325584;1493876
6026;0;No;2007879;3984232
6027;0;Si;1768656;4846986
6028;0;No;4756678;5375592
6029;0;Si;1645194;0
6030;0;Si;2634681;223278
6031;0;Si;1468949;5003703
6032;0;No;2637797;6559997
6033;1;Si;1789372;10432681
6034;0;No;3874309;3485234
6035;0;No;3093854;6203321
6036;0;Si;1607964;3633821
6037;0;No;4057177;3167521
6038;0;Si;2252765;1930782
6039;0;No;3470120;0
6040;0;No;4122235;4042968
6041;0;No;3549953;6921962
6042;0;No;4441375;3565338
6043;0;No;2667385;2953383
6044;0;No;4159178;1474223
6045;0;No;4239953;1040039
6046;0;No;3321332;1102247
6047;0;No;4930816;3865863
6048;0;No;3720407;6242385
6049;0;No;3225599;3170933
6050;0;No;5554297;3390934
6051;0;No;2729552;6263107
6052;0;Si;1686443;6486325
6053;0;No;3887050;0
6054;0;No;2725712;5953806
6055;0;No;4422663;982578
6056;0;No;3347667;3097796
6057;0;No;4145472;2193125
6058;0;No;3857141;3380494
6059;0;No;4994539;2949571
6060;0;No;2785986;5340732
6061;0;No;4511316;6052081
6062;0;Si;911428;1951782
6063;0;No;3578633;7528536
6064;0;No;3589535;2450280
6065;0;No;4746796;616430
6066;0;No;5172091;2816432
6067;0;No;4505590;2045802
6068;0;Si;2134248;3908402
6069;0;No;2426313;4351514
6070;0;No;4744415;2545780
6071;0;No;3925576;5283312
6072;0;No;4157483;1974951
6073;0;Si;1998229;7960023
6074;0;No;4925046;0
6075;0;No;5221513;6382016
6076;1;No;3854057;12066597
6077;0;No;5841310;1050616
6078;1;No;4220512;10936124
6079;0;No;4338502;5799210
6080;0;No;4644235;6698016
6081;0;Si;1149539;3966737
6082;0;Si;1754573;817517
6083;0;No;4309194;4338147
6084;0;Si;1336398;6155129
6085;0;No;4711900;1562077
6086;0;Si;2093607;3792240
6087;0;Si;1395942;5179117
6088;0;No;4412572;3818676
6089;0;Si;1247546;3642718
6090;0;No;4224778;5331483
6091;0;No;3701710;1693626
6092;0;No;3931757;1324712
6093;0;No;4333713;5836628
6094;0;No;3965398;2768714
6095;0;No;3828131;2428964
6096;0;No;4644741;2429724
6097;0;No;6680794;3452192
