ESTADO,MESES,INGRESOS,CASA,PRECIO_DISPOSITIVO,PROMEDIO_DURACION_LLAMADA,SATISFACCION,SOBRECARGO,SALDO_RESTANTE,COMPARTIR,LON,LAT
RETIRADO,38,8002190,1891000000,907841,0.7,7.297420901,146.9127015,79.6,NO,0,0
RETIRADO,16,7588829,598000000,401857,2.1,6.598219325,163.9958616,84,NO,0,0
VINCULADO,34,2775292,717000000,1471499,1.2,4.325585162,20.72838854,10.2,NO,0,0
VINCULADO,30,7540077,553000000,1580451,17.3,4.848028962,5.846284245,54.2,NO,0,0
RETIRADO,4,4169482,719000000,2197796,2,6.413391271,154.6085582,10.7,NO,0,0
VINCULADO,38,4335469,366000000,1470982,3.1,7.124774051,180.3827348,0.5,NO,0,0
VINCULADO,20,7480298,1642000000,1173075,15.7,4.070290464,0,92.8,NO,0,0
VINCULADO,23,3250050,286000000,1112722,2.3,5.530822307,14.63799629,4.9,NO,0,0
VINCULADO,27,7540991,896000000,1835421,16.6,5.061990019,0,72.6,NO,0,0
RETIRADO,16,261812,974000000,1020806,15.8,7.15375475,198.1631058,16.4,NO,0,0
RETIRADO,1,6794470,1649000000,3008730,16,6.991690377,262.2743349,69.6,NO,0,0
RETIRADO,29,7131696,411000000,2203783,0.3,6.43651763,230.9894612,78,NO,0,0
VINCULADO,52,3414063,709000000,1804358,1.6,5.331638654,0,21,SI,-74.07428265,4.575572859
RETIRADO,34,3061659,734000000,2332363,2.8,6.576206823,250.107642,13,NO,0,0
RETIRADO,30,7844294,630000000,463220,17.2,6.588584874,284.7983242,101.2,NO,0,0
VINCULADO,34,7084449,406000000,1829651,17,4.762235313,45.41479349,68.3,NO,0,0
VINCULADO,14,1003998,526000000,1253980,15.7,5.289616754,47.82770573,9.5,NO,0,0
VINCULADO,0,4145234,891000000,1318108,2.2,4.967447597,38.13057637,7.1,NO,0,0
VINCULADO,23,5007387,299000000,1444820,1.8,4.629380503,51.50241702,19.2,NO,0,0
RETIRADO,10,7467593,191000000,2155731,15.9,7.080286025,234.9695253,51.2,NO,0,0
VINCULADO,32,1369411,290000000,3569327,17.2,4.902255194,18.09352105,29.2,NO,0,0
RETIRADO,37,7104525,1739000000,325669,2.7,7.217103808,200.8347648,76.9,NO,0,0
VINCULADO,46,7204590,588000000,3500478,3.2,5.268467383,16.45627661,82.5,NO,0,0
RETIRADO,33,2898012,600000000,938126,1.8,6.877426483,245.4121581,13.6,NO,0,0
RETIRADO,39,7997410,779000000,1689050,15.8,6.891357513,229.776793,75.1,NO,0,0
VINCULADO,15,647488,157000000,441282,15.7,3.733516969,29.27625184,13.7,NO,0,0
VINCULADO,5,8412165,519000000,470405,17.6,4.976966246,0,52.6,NO,0,0
RETIRADO,28,1155446,943000000,2587547,16.6,6.883190499,202.9333104,23.6,NO,0,0
VINCULADO,56,1083477,84000000,1233550,17.1,4.910444266,42.02290613,14.4,NO,0,0
RETIRADO,31,987659,764000000,2371759,14.6,6.106097385,202.4821112,10.9,NO,0,0
RETIRADO,52,1011162,769000000,894596,15.9,6.673553976,248.4559584,11,NO,0,0
VINCULADO,48,150000,710000000,1829326,16.2,5.135789701,14.81432339,0,NO,0,0
RETIRADO,23,7642930,1613000000,1057859,16.6,6.641663604,186.9601472,73.8,NO,0,0
VINCULADO,21,8427654,803000000,1566929,17.5,4.404299811,32.19977229,48.5,NO,0,0
VINCULADO,39,6805368,1644000000,1637396,14.1,5.209226754,27.36519647,61.2,NO,0,0
VINCULADO,26,977563,738000000,354668,18.3,4.690684345,43.86426677,12.8,NO,0,0
RETIRADO,14,4076902,893000000,2048836,2.9,6.408863001,185.5875485,21.6,NO,0,0
VINCULADO,45,3444621,444000000,618578,0.2,4.588129198,14.59336343,9.7,NO,0,0
VINCULADO,16,7392890,895000000,2150188,15.7,5.287777759,95.51588145,52,NO,0,0
RETIRADO,38,1216277,226000000,2313552,15.3,6.971679429,188.1708585,16.4,NO,0,0
RETIRADO,15,8163838,220000000,310873,15,4.381380094,0,72.4,NO,0,0
VINCULADO,11,1083835,838000000,472581,14.5,4.316517323,52.54396807,5.9,NO,0,0
VINCULADO,26,1982322,433000000,891629,15.3,4.756523255,29.51949165,0,NO,0,0
RETIRADO,48,8688623,354000000,1135922,0.1,7.322295483,244.0718986,79.6,NO,0,0
RETIRADO,21,8028682,803000000,1663126,16.5,6.692169351,261.544206,77.2,NO,0,0
RETIRADO,36,7585417,374000000,384393,1.9,6.705007559,186.1328074,33.1,SI,-74.10466792,4.748934939
RETIRADO,39,3205820,424000000,1376564,1.9,4.370184093,0,3.3,NO,0,0
VINCULADO,38,1205293,284000000,1380807,15.9,4.857122931,0,26.7,NO,0,0
RETIRADO,47,3184680,427000000,507298,2.5,4.667098929,7.618088617,37.7,NO,0,0
VINCULADO,0,7682919,1662000000,3315696,1.3,5.475947788,58.95296367,50.6,NO,0,0
RETIRADO,30,308529,102000000,940722,16.3,6.804059224,175.3389719,10.5,NO,0,0
RETIRADO,16,3850903,660000000,2929179,3.5,6.570590668,195.8506057,3.9,NO,0,0
RETIRADO,19,8370927,680000000,2050108,1.4,6.65123285,212.8802983,85.1,NO,0,0
VINCULADO,0,3770017,217000000,1478219,1.6,4.548573891,30.20189341,22.3,NO,0,0
VINCULADO,41,575820,875000000,1919097,15.2,4.202996142,0,14.6,NO,0,0
VINCULADO,26,7694256,270000000,1440417,14.4,3.691958638,0,95.7,NO,0,0
VINCULADO,15,7262890,813000000,983966,17.9,4.162700587,41.4966393,42.8,NO,0,0
RETIRADO,36,3215298,974000000,1118541,0.3,6.542252283,214.8340019,12.4,SI,-74.12656778,4.549182278
RETIRADO,49,8121228,1199000000,719222,17.2,6.669292723,206.4823967,63.4,NO,0,0
RETIRADO,33,1403172,500000000,908336,15.1,6.917878376,221.7264997,18.3,NO,0,0
VINCULADO,14,2215620,523000000,883389,1.9,4.053974999,48.02598136,38.2,NO,0,0
RETIRADO,17,1063455,453000000,250902,13.5,6.991301337,303.9219757,27,SI,-74.19753121,4.619103058
RETIRADO,19,7880532,384000000,1142367,17.5,4.603770888,19.1690236,78.3,NO,0,0
RETIRADO,25,3655753,1263000000,2110744,2.1,6.766732939,246.4040868,7.2,NO,0,0
RETIRADO,30,3051832,679000000,607452,3.5,6.791143259,149.2521038,14.9,NO,0,0
VINCULADO,25,8189044,1953000000,337170,15.2,5.38409495,0,62.6,NO,0,0
RETIRADO,41,7644675,885000000,1550513,1.5,7.121998114,210.609228,51.3,NO,0,0
RETIRADO,32,1096103,84000000,1182270,17.6,7.416779966,172.2657522,1.5,NO,0,0
VINCULADO,46,3363553,476000000,2230617,0.9,5.160109114,6.376698638,21.2,NO,0,0
VINCULADO,73,8029756,1017000000,517202,14.9,4.753578847,40.11479819,77.2,NO,0,0
VINCULADO,43,7929715,1751000000,443378,16.1,4.118143415,17.86808043,36.9,NO,0,0
VINCULADO,31,7552245,1573000000,1524528,2.7,5.150893013,0,79.5,NO,0,0
VINCULADO,25,7690439,787000000,1544251,1.7,7.158005742,154.5420385,60.7,NO,0,0
RETIRADO,22,2390832,609000000,372885,0.4,6.927083197,182.0250119,16.6,NO,0,0
RETIRADO,11,7800335,1661000000,1683643,14.9,6.517377609,261.6056474,55.7,NO,0,0
VINCULADO,18,2893576,1301000000,726176,3.9,3.778757506,0,29.3,SI,-74.14641218,4.619681245
VINCULADO,12,7576246,83000000,1293872,2,5.058225095,37.15196925,106.1,NO,0,0
VINCULADO,20,7200996,1606000000,1191037,16.7,4.867271096,24.91415702,78.5,NO,0,0
VINCULADO,25,6982153,1606000000,1964692,16.1,4.921006987,23.15427096,63.5,NO,0,0
RETIRADO,31,7868865,1760000000,1536225,17.9,6.78360531,203.4848654,67.2,NO,0,0
VINCULADO,18,7712899,865000000,1824701,17,5.003181453,12.12693847,73.8,NO,0,0
VINCULADO,13,7521275,577000000,896159,16.2,5.542690316,0,65.1,NO,0,0
VINCULADO,40,508245,114000000,415954,16.3,4.802995024,3.562477822,19.6,NO,0,0
VINCULADO,41,7796610,646000000,2741313,1.7,4.945049373,63.67753558,98.7,NO,0,0
RETIRADO,30,3152442,152000000,304683,1,6.451279068,74.11883129,19.3,NO,0,0
RETIRADO,12,1747992,377000000,1646480,16,6.521324786,148.4737831,8.8,NO,0,0
RETIRADO,31,7223495,1631000000,1231558,15.2,6.711112955,117.6289627,58.8,NO,0,0
VINCULADO,7,8009220,466000000,2017294,2.3,5.304916824,40.17775448,69.3,NO,0,0
VINCULADO,28,1075670,224000000,710320,17.6,3.817253792,35.6296518,18.5,NO,0,0
RETIRADO,31,4224422,820000000,714045,1.9,7.471790232,196.3448099,15.6,NO,0,0
VINCULADO,39,7459767,489000000,1595284,0,4.414050766,5.988097773,97.1,NO,0,0
VINCULADO,19,8108937,1992000000,1608381,1.8,4.977008028,3.593438872,80.8,NO,0,0
VINCULADO,33,7592257,1729000000,2092415,15.1,4.103466152,30.81551639,71.9,NO,0,0
RETIRADO,52,7561697,84000000,449969,0,4.308271656,18.49058348,103.5,NO,0,0
VINCULADO,46,920402,961000000,2393040,17.7,5.245198009,0,0,NO,0,0
RETIRADO,36,2523363,753000000,1183520,2.6,6.328738828,285.7029713,19,NO,0,0
RETIRADO,11,164078,1386000000,377598,15.2,6.693806551,326.7022421,0,NO,0,0
RETIRADO,35,7148772,385000000,2450098,1.5,6.489553332,152.1616965,59.4,NO,0,0
VINCULADO,0,1156396,653000000,1845986,14.5,7.154559649,182.3842315,0.1,NO,0,0
VINCULADO,66,6297308,591000000,2412255,14.9,4.619812336,100.7846538,40.1,NO,0,0
VINCULADO,0,2833872,601000000,2852070,0.7,4.039939592,0,7.2,NO,0,0
VINCULADO,37,3535844,728000000,2079598,2.2,4.631700445,24.21530949,11.5,SI,-74.1487543,4.617989893
RETIRADO,5,847439,1031000000,3311642,14.1,6.794486178,167.6835504,14.9,NO,0,0
RETIRADO,2,2555735,661000000,795624,1.3,6.920994811,258.2611052,8,NO,0,0
RETIRADO,31,1874172,387000000,358888,16.6,6.633490832,190.3779413,2.9,NO,0,0
RETIRADO,13,7750787,136000000,420074,2.2,7.452402405,120.6308054,60.6,NO,0,0
RETIRADO,40,8005181,213000000,564828,1.8,6.250630914,175.4026007,58.5,NO,0,0
RETIRADO,30,3654984,758000000,3395754,2.5,6.696431882,223.2814463,16.3,NO,0,0
RETIRADO,19,7329275,1763000000,369465,1.3,4.50210641,54.6683071,84,NO,0,0
RETIRADO,17,7553123,1799000000,1798418,17.1,6.217383274,160.0716958,74.1,NO,0,0
VINCULADO,0,1010635,302000000,1264459,15.9,6.271189738,247.8946514,32,NO,0,0
RETIRADO,38,7695568,947000000,3445768,2.4,6.946141531,113.2569318,93.2,NO,0,0
VINCULADO,15,2951783,658000000,2592571,0,4.792364119,28.56616391,0,NO,0,0
RETIRADO,26,7901959,396000000,1832789,16,7.605382921,151.5186859,80,NO,0,0
RETIRADO,15,7441701,94000000,945378,16.8,6.456041311,141.8665222,72.6,NO,0,0
VINCULADO,4,1150783,252000000,1066470,15.1,5.042724132,0,14.4,NO,0,0
RETIRADO,16,7861706,546000000,499633,0.8,4.534165673,40.59548722,61,NO,0,0
RETIRADO,26,1219122,279000000,1063143,17.2,7.068680292,314.4174269,21.7,NO,0,0
RETIRADO,9,6507048,1407000000,1347439,1.1,6.8263834,190.0872622,70.8,NO,0,0
RETIRADO,36,7065759,940000000,1610679,17.9,5.953166883,212.582334,70.8,NO,0,0
VINCULADO,14,7531412,688000000,1766193,2.1,4.735937193,44.04328002,73.7,NO,0,0
RETIRADO,23,6149051,219000000,1722796,16.1,6.238333593,240.7447956,87,NO,0,0
VINCULADO,24,7886407,1592000000,406939,0,5.700947641,0,57.2,NO,0,0
VINCULADO,13,7168928,82000000,1935214,15.8,4.947864296,0,91.4,NO,0,0
VINCULADO,22,750665,270000000,1385524,16,5.100686769,37.02294403,9.1,NO,0,0
RETIRADO,24,7700449,915000000,1703790,2.1,7.671735297,246.4311957,83,NO,0,0
VINCULADO,6,3606240,420000000,685033,2.8,4.128158681,51.96069779,0.4,NO,0,0
VINCULADO,25,1434944,339000000,584077,17.7,4.670889688,18.29268822,9.8,NO,0,0
RETIRADO,27,505594,108000000,2353191,17.7,6.847332491,244.7372829,20.7,NO,0,0
VINCULADO,29,7402890,332000000,1672623,17.3,5.094972475,0,71.4,NO,0,0
VINCULADO,20,150000,83000000,871822,17.6,4.317168595,43.7438678,33.6,NO,0,0
VINCULADO,18,150000,84000000,2005278,16.8,5.258718901,14.90517692,17.9,NO,0,0
RETIRADO,27,3486006,370000000,1128980,1.1,6.32341057,281.3550772,0,NO,0,0
VINCULADO,22,1900418,892000000,413240,16.6,4.648991485,19.33224951,26.7,NO,0,0
RETIRADO,36,7410454,554000000,824816,0.9,6.314926652,136.8156494,78,NO,0,0
RETIRADO,0,6966502,1099000000,2294555,15.4,6.171798574,191.7365807,86.9,NO,0,0
RETIRADO,27,7616525,690000000,1277338,15.2,6.766773044,231.9732282,56.1,NO,0,0
VINCULADO,51,2542244,540000000,1415941,2.5,3.977204352,14.96422091,9.1,NO,0,0
VINCULADO,32,1542635,182000000,373863,15.5,4.749754777,8.218622998,26,NO,0,0
RETIRADO,19,3492875,757000000,497943,1.9,4.387616829,46.84474689,17.5,SI,-74.14919487,4.566447481
VINCULADO,25,897565,992000000,344886,16.9,5.365868795,0,17,NO,0,0
RETIRADO,42,3359735,629000000,1841796,2.3,6.710267782,294.0248099,21.6,NO,0,0
VINCULADO,15,7024279,884000000,1276882,1.3,6.749644324,163.0095809,62.4,NO,0,0
VINCULADO,35,6982140,699000000,1249132,17.4,3.818260283,35.73897799,72.3,NO,0,0
VINCULADO,22,6136964,1410000000,1743265,16.7,4.842069554,13.82874357,80.8,NO,0,0
RETIRADO,26,7335638,859000000,841809,15.3,6.361397916,99.89694245,62.6,NO,0,0
VINCULADO,5,7260595,826000000,1614285,15.9,5.240257587,0,102.8,NO,0,0
RETIRADO,48,3062087,436000000,513624,3.2,6.37638451,259.665938,10.2,NO,0,0
VINCULADO,47,7282955,383000000,467988,16.8,4.55192861,21.87188633,58.9,NO,0,0
VINCULADO,52,7360669,865000000,2265672,0,4.862368693,11.16805214,47,NO,0,0
VINCULADO,30,7208184,94000000,492729,1.6,4.001211448,16.93008919,75.2,NO,0,0
RETIRADO,11,413277,224000000,2379534,17,6.029341794,24.16402475,18.4,NO,0,0
RETIRADO,19,7774171,527000000,1129113,16.3,6.833368943,262.7469913,61.1,NO,0,0
VINCULADO,46,3424467,716000000,2477047,1.6,5.134542852,0,21.7,SI,-74.15036871,4.610936909
VINCULADO,28,7274946,1554000000,1439004,2.8,7.020675365,112.8823196,68.2,NO,0,0
RETIRADO,38,7203062,269000000,2410663,16.3,6.544590338,162.0990534,66.4,NO,0,0
RETIRADO,30,3828221,781000000,1398632,3,7.017523029,172.614214,12.7,NO,0,0
RETIRADO,34,949423,189000000,2222420,15.7,6.107999391,283.6153749,7.1,SI,-74.11448838,4.659368882
RETIRADO,17,6331879,1308000000,1520292,1.1,6.195035996,241.7688497,68.4,NO,0,0
RETIRADO,31,3382657,910000000,592095,4.2,6.716564323,172.123092,5.1,NO,0,0
VINCULADO,32,8023443,1729000000,334728,16.5,5.161728617,26.05410426,84.8,NO,0,0
RETIRADO,38,3285586,519000000,1530381,2.6,7.174140684,216.6079144,20,NO,0,0
RETIRADO,14,6627494,485000000,1428279,17.1,4.553530399,0,85.9,NO,0,0
VINCULADO,25,638061,760000000,727024,17.2,5.265706423,30.95697766,27,NO,0,0
RETIRADO,40,6681125,1581000000,1764778,15,6.558425143,159.1751926,74.7,NO,0,0
RETIRADO,27,2203712,486000000,786795,3.7,7.222527216,157.4219752,48.9,NO,0,0
VINCULADO,21,6320213,387000000,1089832,1.7,3.644045159,23.06033548,76.2,NO,0,0
RETIRADO,31,1840854,558000000,1710623,16.1,5.51554182,13.77841804,28.8,NO,0,0
RETIRADO,31,8386920,1741000000,1888280,2.8,6.916190786,141.3687059,71.8,NO,0,0
RETIRADO,9,6634961,429000000,2240505,2.1,7.058845019,213.5495824,51.2,NO,0,0
VINCULADO,29,3672335,534000000,472906,1.5,4.683000312,39.08807835,7.1,NO,0,0
RETIRADO,34,6261630,616000000,1924022,2.3,7.020199633,162.3101618,71.6,NO,0,0
VINCULADO,14,4013568,872000000,1700584,2.5,4.350361724,41.59985618,24.4,NO,0,0
VINCULADO,28,7607111,357000000,1649172,3.4,4.634629619,29.07258436,62.2,NO,0,0
VINCULADO,26,1294307,283000000,684731,14.7,5.667033608,0,9.4,NO,0,0
RETIRADO,18,6942510,305000000,1101740,3,7.225422304,201.6348751,76.5,NO,0,0
RETIRADO,23,1358685,318000000,884905,14.7,6.977499651,172.8855108,11.5,NO,0,0
RETIRADO,31,7582772,494000000,1319070,15.7,6.693817736,62.85109936,99,NO,0,0
VINCULADO,51,3047189,160000000,810136,1,4.564967342,0,14.9,NO,0,0
VINCULADO,27,3132096,129000000,1570383,2.1,5.326806186,1.223664773,28.2,NO,0,0
VINCULADO,0,8169952,1993000000,1524752,2.8,3.566887152,38.76133781,71.3,NO,0,0
RETIRADO,37,7508502,588000000,668388,15.6,6.349044262,233.42512,83.5,NO,0,0
RETIRADO,22,2738656,567000000,985570,3,6.690561096,240.1396555,21.4,NO,0,0
RETIRADO,29,8534639,1090000000,1560908,2.6,6.213596336,175.2667601,53.5,NO,0,0
RETIRADO,28,8117262,809000000,888678,2.4,6.376418079,259.4217912,108.2,NO,0,0
VINCULADO,17,478475,102000000,1842166,15.1,5.268170007,33.97438536,6,NO,0,0
RETIRADO,8,7144947,411000000,313839,15,6.201519648,253.649624,61.2,NO,0,0
VINCULADO,18,3655263,859000000,1573947,3,5.152797996,2.962330657,1.7,NO,0,0
RETIRADO,11,7667875,387000000,1599326,1.7,6.419681504,107.052535,90.8,NO,0,0
VINCULADO,22,2094095,932000000,530432,13.4,4.740164294,44.07795815,25,NO,0,0
VINCULADO,2,7961033,1052000000,1822327,16.2,3.838737966,0,113.4,NO,0,0
VINCULADO,31,3490360,835000000,1722655,3.2,5.128814351,39.29278271,14.3,NO,0,0
VINCULADO,15,6521448,311000000,1859895,16.6,4.334910527,61.20268864,73.8,NO,0,0
RETIRADO,4,3308742,83000000,464517,0.8,6.362029721,157.7858899,35.3,NO,0,0
RETIRADO,15,1095269,327000000,1723376,17.4,7.190272953,316.2770552,22.4,NO,0,0
RETIRADO,15,8151693,1045000000,2181741,0.4,6.723364818,221.3490579,60.2,NO,0,0
VINCULADO,37,2894587,886000000,1689922,2.1,4.249822975,3.425003477,20.7,NO,0,0
RETIRADO,19,7225593,505000000,706289,3.4,7.043627478,119.0617741,40.8,NO,0,0
VINCULADO,0,7728809,1774000000,438084,3.6,5.296879843,0,44.2,NO,0,0
RETIRADO,17,2341900,211000000,1594199,2,6.550843924,176.1036668,0,NO,0,0
RETIRADO,20,7806238,403000000,1631142,16.8,6.740853502,255.6503714,58.8,NO,0,0
RETIRADO,49,626560,947000000,1728404,16,6.779643031,162.2201177,7.7,NO,0,0
VINCULADO,1,2234893,791000000,3500726,16.1,5.685136198,0,0.5,NO,0,0
RETIRADO,32,7580092,484000000,2161424,16,6.168687495,312.5690174,74.3,NO,0,0
RETIRADO,6,4466739,527000000,575195,2.9,6.656610481,246.9433304,14.5,NO,0,0
RETIRADO,33,6726404,1415000000,2021922,14.6,5.403605094,94.63956338,90.5,NO,0,0
RETIRADO,5,7780754,162000000,1170282,0.1,4.198150282,0,93.6,NO,0,0
RETIRADO,13,6316875,83000000,1425589,15.7,7.049468934,139.9347109,64.1,NO,0,0
RETIRADO,29,150000,586000000,1630369,15.5,7.713938268,209.8305571,12.6,NO,0,0
VINCULADO,0,4070302,923000000,1402324,1.4,5.014639465,33.92585901,11.5,NO,0,0
VINCULADO,29,7408615,1571000000,442200,15.3,4.978696748,44.44663853,90.3,NO,0,0
RETIRADO,19,788704,170000000,1167651,16.6,7.127974346,195.8431975,19,NO,0,0
RETIRADO,24,6559677,508000000,1908166,2,6.566405261,238.0597377,89.7,NO,0,0
VINCULADO,45,6438005,349000000,1123450,1.5,4.619519862,34.76696228,82.8,NO,0,0
VINCULADO,28,3879741,242000000,1825769,3.6,4.54274504,0,19.4,NO,0,0
RETIRADO,55,2332180,283000000,1151774,16.1,6.894689024,173.0648089,12.2,NO,0,0
RETIRADO,19,670764,777000000,541112,17.7,6.669380118,244.4117459,13.2,NO,0,0
VINCULADO,57,1375828,309000000,709437,16.4,5.313650948,0,19.7,NO,0,0
VINCULADO,33,6296703,1499000000,622617,16,4.161050044,10.83957438,51.7,NO,0,0
VINCULADO,34,3742139,859000000,690997,2.7,4.284144055,0,13.8,NO,0,0
VINCULADO,0,7120219,653000000,3049356,1.3,7.170545639,212.3351028,77.3,NO,0,0
RETIRADO,20,2791078,1080000000,2009825,2.6,6.190034531,187.5244558,18.6,NO,0,0
RETIRADO,2,3911515,329000000,758209,2,6.565107448,115.3855919,27.1,SI,-74.0655702,4.591861977
RETIRADO,39,2911739,306000000,306427,2.2,4.761275017,0,11.4,NO,0,0
VINCULADO,8,2761055,254000000,460034,2.7,4.384320899,14.7840234,17.3,NO,0,0
VINCULADO,20,3573131,863000000,3669687,1.6,6.255178604,215.7552149,24.9,NO,0,0
RETIRADO,29,5590493,1234000000,1737856,15.3,7.218591229,147.388165,91.5,SI,-74.09912449,4.660549116
RETIRADO,7,7450595,826000000,317963,15.6,5.374253097,0,60.7,NO,0,0
VINCULADO,34,1327969,84000000,291515,15.9,4.813485635,0,17.9,NO,0,0
VINCULADO,22,7423676,987000000,424198,1.7,4.283771658,0,55.4,NO,0,0
RETIRADO,17,933598,433000000,1617395,16.5,3.920274635,21.00607179,22.1,NO,0,0
RETIRADO,33,1736110,604000000,1180436,16.5,6.952526661,136.2172708,22.6,NO,0,0
VINCULADO,22,1406796,219000000,1006911,15.4,5.074763561,0,3.7,NO,0,0
VINCULADO,17,5949234,768000000,728983,15.5,4.506899867,7.939495173,114,NO,0,0
VINCULADO,22,4072249,258000000,1810477,2.6,4.490602076,38.0017734,30.7,NO,0,0
RETIRADO,18,1855011,232000000,1490914,16.7,6.702440307,272.4114119,38.8,NO,0,0
VINCULADO,0,7670073,1871000000,1436091,1.9,3.768517303,0,75.5,NO,0,0
VINCULADO,11,2574050,707000000,1810016,0.3,4.454050539,0,29.6,NO,0,0
VINCULADO,42,626955,133000000,1619410,16.6,4.800641887,18.76936242,14.8,SI,-74.06947853,4.58253831
RETIRADO,17,3470735,762000000,1390423,0.2,7.199350035,105.0428072,8,NO,0,0
VINCULADO,22,3214116,689000000,1123911,1.9,5.269923387,31.73770931,17.6,NO,0,0
RETIRADO,25,7062052,534000000,1026944,2.8,6.806465636,206.6174428,87.9,NO,0,0
VINCULADO,24,6638224,436000000,1459029,14.6,4.752265206,0,84.7,NO,0,0
VINCULADO,9,3879041,831000000,1178775,1.3,4.056751703,5.668530615,26.2,NO,0,0
RETIRADO,26,3887911,882000000,1374872,2.4,6.546103136,73.8423643,10.7,SI,-74.07169628,4.586086029
VINCULADO,51,1759550,388000000,1945271,16.3,4.990616957,31.98185268,8.5,NO,0,0
RETIRADO,23,519290,110000000,320101,16.1,6.889150147,200.7906887,25.4,NO,0,0
RETIRADO,48,1503120,480000000,3240435,16.1,6.974480568,286.6697234,10.5,NO,0,0
RETIRADO,36,8638481,1900000000,1643000,16,5.978977385,257.8062972,45.8,NO,0,0
VINCULADO,27,3186389,701000000,1755085,1.9,3.468519176,0,28.5,SI,-74.10074125,4.549328143
RETIRADO,6,7082519,341000000,2274892,1.7,5.98195876,261.4228827,66.6,NO,0,0
VINCULADO,26,2897517,471000000,2991229,2.5,4.421354041,63.63759064,17.6,NO,0,0
RETIRADO,24,3260804,700000000,1497237,2.7,6.164921256,196.0741507,19.3,NO,0,0
RETIRADO,19,4304892,589000000,1078067,1.1,7.136133645,267.7961679,3.1,NO,0,0
RETIRADO,27,7687597,1680000000,889795,16.4,7.027305019,174.872081,56.6,NO,0,0
VINCULADO,15,7262778,1690000000,421120,3,4.604901502,31.44864404,48.2,NO,0,0
RETIRADO,24,3311980,82000000,1177056,2.3,6.241111594,128.4540324,27.8,SI,-74.16508305,4.573368416
VINCULADO,11,7534256,757000000,400797,15.7,4.222029046,8.380498625,65.8,NO,0,0
VINCULADO,9,841400,83000000,1108074,15.6,4.877371713,0,11.7,SI,-74.14049613,4.673769242
RETIRADO,29,6861408,1676000000,2372515,1.1,6.715331458,150.3824565,73.8,NO,0,0
RETIRADO,13,6417064,1465000000,1391482,15.3,7.059258588,148.3449961,64.1,NO,0,0
RETIRADO,0,150000,860000000,2692935,16.6,7.035208034,97.52733368,16.7,NO,0,0
VINCULADO,8,1635227,738000000,949112,15.5,6.901618013,287.7279541,10,NO,0,0
RETIRADO,44,6594823,372000000,305063,1.7,6.939747777,198.2721061,59.2,NO,0,0
RETIRADO,0,7515328,327000000,1490768,2.8,6.732404633,344.9241807,84.5,NO,0,0
VINCULADO,34,7547749,1799000000,3073542,16,5.249081246,21.3027406,88.3,NO,0,0
VINCULADO,11,2173037,810000000,1778892,16,4.585803153,6.291121592,3.7,NO,0,0
RETIRADO,23,4377279,965000000,2396566,2.7,6.508534673,227.2181155,15.4,NO,0,0
RETIRADO,26,6999866,1551000000,879429,2.6,4.346372744,0,91.3,NO,0,0
RETIRADO,45,7152485,529000000,3134262,1.4,6.425483189,202.1954804,77.2,NO,0,0
RETIRADO,34,594095,590000000,2276494,16.6,7.182836511,125.5556956,20,NO,0,0
RETIRADO,55,3547278,83000000,393930,2.2,4.595193194,0,13.8,NO,0,0
RETIRADO,44,7724094,1664000000,669699,2.3,6.862694507,254.8296298,54.3,NO,0,0
RETIRADO,35,6669159,1502000000,1493172,0.2,6.775920378,152.3291541,92.4,NO,0,0
RETIRADO,38,964328,924000000,423340,15.7,6.86228941,132.7809822,13,NO,0,0
VINCULADO,22,4518303,84000000,1925787,1.5,4.380346708,0,26.6,NO,0,0
VINCULADO,25,7303544,584000000,1395577,2.2,5.299464189,0,50.6,NO,0,0
RETIRADO,0,6570227,889000000,380065,4.4,6.284513153,285.1554158,76.4,NO,0,0
VINCULADO,19,625519,865000000,1518257,15,4.310676688,0,7.1,NO,0,0
RETIRADO,11,7330695,1729000000,2377362,2.3,6.428880205,155.1181992,90,NO,0,0
VINCULADO,19,7828247,1674000000,1041129,16.2,5.147521767,0,72,NO,0,0
RETIRADO,28,1959984,443000000,1059599,16.8,7.184087705,187.3236349,20,NO,0,0
RETIRADO,0,6996288,856000000,485847,16.8,7.458217593,190.8860885,43.1,NO,0,0
VINCULADO,22,1008274,207000000,1415189,17.1,4.932393734,5.448064931,9.5,SI,-74.09564779,4.65806262
VINCULADO,14,7535446,566000000,1691725,3.3,4.750041474,0,83.8,NO,0,0
VINCULADO,22,150000,82000000,395991,15.9,6.002868687,35.74535933,4.3,NO,0,0
VINCULADO,30,6993841,1675000000,308513,14.6,5.352454636,14.08691086,89.7,NO,0,0
VINCULADO,47,7549594,629000000,796793,17.7,5.389548401,29.68422769,65.8,NO,0,0
VINCULADO,44,779639,621000000,1877431,15.6,4.966332403,0,13.2,NO,0,0
RETIRADO,29,3599836,388000000,2398617,1.3,6.491970101,217.1780196,29.2,NO,0,0
VINCULADO,0,7670599,1662000000,2781809,1.2,4.792167166,0,67.8,NO,0,0
RETIRADO,25,2017977,421000000,484925,15.6,6.899143649,140.3489757,15.9,NO,0,0
VINCULADO,10,947559,848000000,211759,16.4,5.054282126,11.36884863,22,NO,0,0
VINCULADO,29,6865810,693000000,2514103,1.1,4.548532738,36.09386095,68.7,NO,0,0
VINCULADO,26,7166043,227000000,392983,1.4,4.433496709,11.78388233,46.9,NO,0,0
